,time,poi,latitude,longitude
0,2015-08-21 17:17:00,"New York, NY",40.71304703,-74.00723267
1,2015-08-19 10:34:00,"New York, NY",40.71304703,-74.00723267
2,2015-08-14 10:39:00,"New York, NY",40.71304703,-74.00723267
3,2015-05-11 18:05:00,"Copenhagen, Denmark",55.67575836,12.56902313
4,2015-05-08 04:31:00,"Berlin, Germany",52.52342987,13.41143608
5,2015-05-06 17:50:00,"Milan, Italy",45.46361923,9.18811607
6,2015-04-27 16:20:00,"Lompoc, CA",34.65338516,-120.45772552
7,2015-03-29 12:19:00,"New York, NY",40.71304703,-74.00723267
8,2015-03-08 17:59:00,"New York, NY",40.71304703,-74.00723267
9,2015-03-05 10:53:00,"New York, NY",40.71304703,-74.00723267
10,2015-02-25 08:44:00,"New York, NY",40.71304703,-74.00723267
11,2015-02-20 09:23:00,"New York, NY",40.71304703,-74.00723267
12,2015-02-14 18:28:00,"New York, NY",40.71304703,-74.00723267
13,2015-02-09 23:12:00,"New York, NY",40.71304703,-74.00723267
14,2014-12-17 23:31:00,"Brooklyn, NY",40.69252777,-73.99099731
15,2014-12-14 10:22:00,"Brooklyn, NY",40.69252777,-73.99099731
16,2014-11-17 09:15:00,"Brooklyn, NY",40.69252777,-73.99099731
17,2013-12-08 20:41:00,"Los Angeles, CA",34.05223846,-118.24334717
18,2013-11-03 10:45:00,"Brooklyn, NY",40.69252777,-73.99099731
19,2013-08-28 08:05:00,"Brooklyn, NY",40.69252777,-73.99099731
20,2013-07-19 14:58:00,"Brooklyn, NY",40.69252777,-73.99099731
21,2013-07-15 08:07:00,"Brooklyn, NY",40.69252777,-73.99099731
22,2013-06-29 09:56:00,"Brooklyn, NY",40.69252777,-73.99099731
