,time,poi,latitude,longitude
0,2015-09-06 17:36:00,"Belmar, NJ",40.18137741,-74.02488708
1,2015-08-28 18:08:00,"Philadelphia, PA",39.95106125,-75.1656189
2,2015-08-04 20:33:00,"Jackson, NJ",40.09092712,-74.36126709
3,2015-07-31 21:22:00,"Jackson, NJ",40.09092712,-74.36126709
4,2015-07-18 12:26:00,"Swedesboro, NJ",39.74739075,-75.31098175
5,2015-02-27 22:53:00,"Jackson, NJ",40.09092712,-74.36126709
6,2015-02-22 13:09:00,"Jackson, NJ",40.09092712,-74.36126709
7,2015-02-13 09:29:00,"Jackson, NJ",40.09092712,-74.36126709
8,2015-02-11 17:36:00,"Jackson, NJ",40.09092712,-74.36126709
9,2015-02-07 13:50:00,"East Brunswick, NJ",40.42787933,-74.41597748
10,2015-01-31 19:14:00,"Jackson, NJ",40.09092712,-74.36126709
11,2015-01-19 21:19:00,"Jackson, NJ",40.09092712,-74.36126709
12,2015-01-11 15:50:00,"Jackson, NJ",40.09092712,-74.36126709
13,2015-01-09 23:30:00,"Jackson, NJ",40.09092712,-74.36126709
14,2014-12-31 14:38:00,"Jackson, NJ",40.09092712,-74.36126709
15,2014-12-24 11:44:00,"Jackson, NJ",40.09092712,-74.36126709
16,2014-11-25 23:15:00,"Jackson, NJ",40.09092712,-74.36126709
17,2014-11-21 17:03:00,"Freehold, NJ",40.23577499,-74.29665375
18,2014-10-11 18:47:00,"Belmar, NJ",40.18137741,-74.02488708
19,2014-08-17 16:52:00,"Wall, NJ",40.1658287,-74.09799194
20,2014-06-21 18:22:00,"Long Branch, NJ",40.30402374,-73.9927597
21,2014-06-18 19:17:00,"Freehold, NJ",40.23577499,-74.29665375
22,2014-05-11 09:54:00,"Jackson, NJ",40.09092712,-74.36126709
23,2014-03-24 06:19:00,"Howell, NJ",40.17810822,-74.20622253
24,2014-03-09 13:32:00,"Jackson, NJ",40.09092712,-74.36126709
25,2013-05-05 08:30:00,"Jackson, NJ",40.09092712,-74.36126709
26,2013-04-20 12:31:00,"Lakewood, NJ",40.08991241,-74.21627045
27,2013-04-19 16:49:00,"Jersey City, NJ",40.71749496,-74.04411316
28,2013-04-08 06:19:00,"East Rutherford, NJ",40.83179855,-74.09789276
29,2013-03-23 08:09:00,"Jackson, NJ",40.09092712,-74.36126709
