,time,poi,latitude,longitude
0,2015-09-22 15:00:00,"California, USA",37.25466919,-119.61727905
1,2015-07-22 22:21:00,"San Diego, CA",32.71575928,-117.16381836
2,2015-05-20 17:45:00,"Long Beach, CA",33.77171326,-118.18131256
3,2015-05-15 15:37:00,"Long Beach, CA",33.77171326,-118.18131256
4,2015-05-11 19:56:00,"Anaheim, CA",33.83449173,-117.91564178
5,2015-04-23 18:37:00,"Los Angeles, CA",34.05223846,-118.24334717
6,2015-04-23 14:15:00,"Los Angeles, CA",34.05223846,-118.24334717
7,2015-04-22 20:27:00,"San Diego, CA",32.71575928,-117.16381836
8,2015-02-20 10:33:00,"Oceanside, CA",33.19590759,-117.3795166
9,2014-12-21 00:32:00,"West Hollywood, CA",34.09068298,-118.37174988
10,2014-12-09 20:58:00,"Manhattan, NY",40.75325012,-74.00380707
11,2014-12-03 17:14:00,"Roscommon, Ireland",53.62794495,-8.18855762
12,2014-09-04 13:07:00,"DeLand, FL",29.02809334,-81.29927063
13,2014-06-24 11:56:00,"City of Escondido, CA",33.13036346,-117.08535767
14,2014-06-16 22:00:00,"Las Vegas, NV",36.16909027,-115.14057922
15,2014-06-05 18:43:00,"Paradise, NV",36.11553574,-115.15795135
16,2014-06-05 18:18:00,"Paradise, NV",36.11553574,-115.15795135
17,2014-02-24 17:09:00,"Lake Elsinore, CA",33.66803741,-117.32767487
18,2014-02-03 06:51:00,"Lake Elsinore, CA",33.66803741,-117.32767487
19,2014-01-25 16:30:00,"Anaheim, CA",33.83449173,-117.91564178
20,2014-01-24 19:17:00,"Lake Elsinore, CA",33.66803741,-117.32767487
21,2014-01-02 19:28:00,"Lake Elsinore, CA",33.66803741,-117.32767487
22,2014-01-02 19:27:00,"Lake Elsinore, CA",33.66803741,-117.32767487
23,2013-12-06 20:37:00,"Eloy, AZ",32.75645447,-111.55484772
24,2013-11-15 08:01:00,"Lake Elsinore, CA",33.66803741,-117.32767487
25,2013-11-14 16:49:00,"Lake Elsinore, CA",33.66803741,-117.32767487
26,2013-11-07 17:10:00,"Lake Elsinore, CA",33.66803741,-117.32767487
27,2013-11-02 18:28:00,"Lake Elsinore, CA",33.66803741,-117.32767487
28,2013-08-09 13:35:00,"Lake Elsinore, CA",33.66803741,-117.32767487
29,2013-07-24 10:45:00,"Lake Elsinore, CA",33.66803741,-117.32767487
30,2013-07-05 21:29:00,"Lake Elsinore, CA",33.66803741,-117.32767487
31,2013-07-03 10:03:00,"Lake Elsinore, CA",33.66803741,-117.32767487
32,2013-06-10 11:41:00,"Lake Elsinore, CA",33.66803741,-117.32767487
33,2013-06-09 18:14:00,"Lake Elsinore, CA",33.66803741,-117.32767487
34,2013-06-09 16:56:00,"Lake Elsinore, CA",33.66803741,-117.32767487
35,2013-06-01 18:15:00,"Lake Elsinore, CA",33.66803741,-117.32767487
36,2013-05-21 11:01:00,"Murrieta, CA",33.55975342,-117.22077942
37,2013-05-19 17:48:00,"Lake Elsinore, CA",33.66803741,-117.32767487
38,2013-05-07 14:35:00,"Long Beach, CA",33.77171326,-118.18131256
39,2013-05-01 10:28:00,"Lake Elsinore, CA",33.66803741,-117.32767487
40,2013-04-30 20:40:00,"Solana Beach, CA",32.98925781,-117.27246857
41,2013-04-30 18:49:00,"Solana Beach, CA",32.98925781,-117.27246857
42,2013-04-30 18:42:00,"Solana Beach, CA",32.98925781,-117.27246857
43,2013-04-30 18:15:00,"Solana Beach, CA",32.98925781,-117.27246857
44,2013-04-30 17:18:00,"Solana Beach, CA",32.98925781,-117.27246857
45,2013-04-30 17:00:00,"Solana Beach, CA",32.98925781,-117.27246857
46,2013-04-30 16:26:00,"Solana Beach, CA",32.98925781,-117.27246857
47,2013-04-22 16:07:00,"Lake Elsinore, CA",33.66803741,-117.32767487
48,2013-04-20 08:09:00,"Lake Elsinore, CA",33.66803741,-117.32767487
49,2013-04-19 15:01:00,"Lake Elsinore, CA",33.66803741,-117.32767487
50,2013-04-15 19:39:00,"Lake Elsinore, CA",33.66803741,-117.32767487
51,2013-04-13 17:56:00,"Lake Elsinore, CA",33.66803741,-117.32767487
52,2013-04-11 23:45:00,"Riverside, CA",33.9805336,-117.37702179
53,2013-04-09 19:40:00,"San Diego, CA",32.71575928,-117.16381836
54,2013-04-09 19:02:00,"San Diego, CA",32.71575928,-117.16381836
55,2013-04-09 18:54:00,"San Diego, CA",32.71575928,-117.16381836
56,2013-04-09 17:20:00,"San Diego, CA",32.71575928,-117.16381836
57,2013-04-09 16:11:00,"San Diego, CA",32.71575928,-117.16381836
58,2013-04-08 10:34:00,"Lake Elsinore, CA",33.66803741,-117.32767487
59,2013-04-08 06:01:00,"Lake Elsinore, CA",33.66803741,-117.32767487
60,2013-04-06 17:24:00,"Lake Elsinore, CA",33.66803741,-117.32767487
61,2013-04-04 17:16:00,"Lake Elsinore, CA",33.66803741,-117.32767487
62,2013-04-02 13:12:00,"Temecula, CA",33.49340057,-117.14878845
63,2013-03-30 09:33:00,"Lake Elsinore, CA",33.66803741,-117.32767487
64,2013-03-24 07:57:00,"Perris, CA",33.78655624,-117.22820282
65,2013-03-23 11:31:00,"Perris, CA",33.78655624,-117.22820282
66,2013-03-19 18:01:00,"Long Beach, CA",33.77171326,-118.18131256
67,2013-03-19 11:53:00,"Long Beach, CA",33.77171326,-118.18131256
68,2013-03-17 17:02:00,"Lake Elsinore, CA",33.66803741,-117.32767487
69,2013-03-15 19:39:00,"Temecula, CA",33.49340057,-117.14878845
70,2013-03-15 17:26:00,"Lake Elsinore, CA",33.66803741,-117.32767487
71,2013-03-11 21:28:00,"Temecula, CA",33.49340057,-117.14878845
72,2013-03-11 21:12:00,"Temecula, CA",33.49340057,-117.14878845
73,2013-03-11 15:20:00,"Lake Elsinore, CA",33.66803741,-117.32767487
74,2013-03-06 20:30:00,"Los Angeles, CA",34.05223846,-118.24334717
75,2013-03-06 19:41:00,"Los Angeles, CA",34.05223846,-118.24334717
76,2013-03-06 19:20:00,"Los Angeles, CA",34.05223846,-118.24334717
77,2013-03-06 16:17:00,"Los Angeles, CA",34.05223846,-118.24334717
78,2013-03-06 14:37:00,"Los Angeles, CA",34.05223846,-118.24334717
79,2013-03-06 13:49:00,"Los Angeles, CA",34.05223846,-118.24334717
80,2013-02-18 16:15:00,"Lake Elsinore, CA",33.66803741,-117.32767487
