,time,poi,latitude,longitude
0,2015-02-01 13:37:00,"Manhattan, NY",40.75325012,-74.00380707
1,2013-07-10 17:44:00,"New York, NY",40.71304703,-74.00723267
2,2013-07-10 17:03:00,"New York, NY",40.71304703,-74.00723267
3,2013-06-27 06:10:00,"Manhattan, NY",40.75325012,-74.00380707
4,2013-06-25 16:33:00,Subway,19.17394829,72.86021423
5,2013-06-23 15:42:00,"Manhattan, NY",40.75325012,-74.00380707
6,2013-06-22 15:21:00,"New York, NY",40.71304703,-74.00723267
7,2013-06-22 04:52:00,Grand Dental,48.38541031,5.48496199
8,2013-06-21 21:13:00,Alligator Lounge,34.08924484,-90.72058868
9,2013-06-21 16:20:00,Ace Hotel,30.52927589,-94.82537079
10,2013-06-20 19:07:00,Blarney Stone,32.71379898,-96.40988222
11,2013-06-20 11:34:00,"Manhattan, NY",40.75325012,-74.00380707
12,2013-06-19 17:22:00,"Manhattan, NY",40.75325012,-74.00380707
13,2013-06-18 08:20:00,"Westport, CT",41.14041519,-73.3535614
14,2013-06-16 14:47:00,"New York, NY",40.71304703,-74.00723267
15,2013-06-16 12:37:00,Fay Da Bakery,48.65878296,0.408957
16,2013-06-14 19:08:00,"Manhattan, NY",40.75325012,-74.00380707
17,2013-06-13 21:03:00,The Delancey,42.20544434,-74.97117615
18,2013-06-13 09:02:00,"Westport, CT",41.14041519,-73.3535614
19,2013-06-13 05:51:00,"Manhattan, NY",40.75325012,-74.00380707
20,2013-06-12 17:10:00,The Room,9.044,99.0376
21,2013-06-12 09:45:00,"Westport, CT",41.14041519,-73.3535614
22,2013-06-12 07:25:00,Mike's Deli,8.70948601,15.87378311
23,2013-06-11 10:34:00,"Manhattan, NY",40.75325012,-74.00380707
24,2013-06-09 22:17:00,"Manhattan, NY",40.75325012,-74.00380707
25,2013-06-08 04:54:00,"Ramblewood, NJ",39.92747879,-74.95501709
26,2013-06-06 07:27:00,"New York, NY",40.71304703,-74.00723267
27,2013-06-05 18:34:00,The Room,9.044,99.0376
28,2013-06-05 15:16:00,"Manhattan, NY",40.75325012,-74.00380707
29,2013-06-04 10:58:00,"Westport, CT",41.14041519,-73.3535614
30,2013-06-04 05:13:00,"Manhattan, NY",40.75325012,-74.00380707
31,2013-06-03 12:24:00,Riverbank State Park,40.82552338,-73.95675659
32,2013-06-02 09:10:00,"Manhattan, NY",40.75325012,-74.00380707
33,2013-06-01 18:58:00,"New York, NY",40.71304703,-74.00723267
34,2013-06-01 18:02:00,Gutter Bar,42.09806824,19.09493637
35,2013-06-01 17:19:00,"New York, NY",40.71304703,-74.00723267
36,2013-05-30 18:19:00,Central Bar,42.09806824,19.09493637
37,2013-05-30 09:47:00,Cocoa Michelle,28.35585976,-80.72776031
38,2013-05-30 05:21:00,"Manhattan, NY",40.75325012,-74.00380707
39,2013-05-29 16:44:00,"Manhattan, NY",40.75325012,-74.00380707
40,2013-05-29 15:06:00,"Manhattan, NY",40.75325012,-74.00380707
41,2013-05-29 13:28:00,"Westport, CT",41.14041519,-73.3535614
42,2013-05-29 10:39:00,"Westport, CT",41.14041519,-73.3535614
43,2013-05-29 10:13:00,"Westport, CT",41.14041519,-73.3535614
44,2013-05-26 12:24:00,"Manhattan, NY",40.75325012,-74.00380707
45,2013-05-26 11:14:00,"Manhattan, NY",40.75325012,-74.00380707
46,2013-05-26 10:28:00,Whole Foods Market,51.461024,-0.3031038
47,2013-05-25 16:02:00,"New York, NY",40.71304703,-74.00723267
48,2013-05-25 15:53:00,"New York, NY",40.71304703,-74.00723267
49,2013-05-25 14:30:00,"Manhattan, NY",40.75325012,-74.00380707
50,2013-05-23 18:48:00,Blue Note,38.08416367,-111.57003021
51,2013-05-22 18:42:00,"Manhattan, NY",40.75325012,-74.00380707
52,2013-05-21 16:12:00,"Manhattan, NY",40.75325012,-74.00380707
53,2013-05-21 11:46:00,"Manhattan, NY",40.75325012,-74.00380707
54,2013-05-20 20:53:00,Chelsea Bagle Cafe,51.48747253,-0.16868301
55,2013-05-18 17:19:00,Yaffa Cafe,32.04433823,34.75099182
56,2013-05-18 13:53:00,Champions Dance Studio,51.72364426,23.42757416
57,2013-05-18 11:24:00,Pinkberry Froze Yogurt,39.57762527,-105.66794586
58,2013-05-18 10:28:00,"Manhattan, NY",40.75325012,-74.00380707
59,2013-05-17 15:14:00,"Manhattan, NY",40.75325012,-74.00380707
60,2013-05-17 10:22:00,"New York, NY",40.71304703,-74.00723267
61,2013-05-17 10:00:00,"New York, NY",40.71304703,-74.00723267
62,2013-05-15 06:30:00,"Manhattan, NY",40.75325012,-74.00380707
63,2013-05-14 10:48:00,"Manhattan, NY",40.75325012,-74.00380707
64,2013-05-12 18:14:00,Auction House,38.08991436,-81.05381187
65,2013-05-12 14:20:00,"New York, NY",40.71304703,-74.00723267
66,2013-05-12 12:58:00,Barnes & Noble Booksellers,40.3593523,-74.4643244
67,2013-05-12 11:15:00,"Manhattan, NY",40.75325012,-74.00380707
68,2013-05-12 10:49:00,"Manhattan, NY",40.75325012,-74.00380707
69,2013-05-11 09:44:00,Sherwood Diner Restaurant,34.82580566,-92.23132324
70,2013-05-11 05:36:00,Grand Dental,48.38541031,5.48496199
71,2013-05-11 00:56:00,"New York, NY",40.71304703,-74.00723267
72,2013-05-11 00:14:00,"New York, NY",40.71304703,-74.00723267
73,2013-05-10 18:37:00,"New York, NY",40.71304703,-74.00723267
