,time,poi,latitude,longitude
0,2015-10-07 06:34:00,"Annakhil, Marrakech - Tensift - Al Haouz",31.65094376,-7.95921516
1,2015-10-07 10:38:00,"Marrakech Médina, Marrakech - Tensift - Al Haouz",31.62582588,-7.98916101
2,2015-10-06 05:50:00,"Annakhil, Marrakech - Tensift - Al Haouz",31.65094376,-7.95921516
3,2015-10-06 03:55:00,"Annakhil, Marrakech - Tensift - Al Haouz",31.65094376,-7.95921516
4,2015-10-02 01:40:00,"İstanbul, Türkiye",41.01300049,28.96380043
5,2015-10-02 02:03:00,"İstanbul, Türkiye",41.01300049,28.96380043
6,2015-10-02 01:57:00,"İstanbul, Türkiye",41.01300049,28.96380043
7,2015-09-22 15:53:00,"Palo Alto, CA",37.44510269,-122.16036224
8,2015-09-15 01:01:00,"Palo Alto, CA",37.44510269,-122.16036224
9,2015-09-01 17:27:00,Presidio of San Francisco,37.7972908,-122.46599579
10,2015-09-01 10:24:00,"San Francisco, CA",37.78007889,-122.42015839
11,2015-08-28 16:40:00,"Palo Alto, CA",37.44510269,-122.16036224
12,2015-07-06 19:48:00,"San Francisco, CA",37.78007889,-122.42015839
13,2015-07-02 07:50:00,"Brussels, Belgium",50.84553528,4.35570192
14,2015-07-02 07:46:00,"Brussels, Belgium",50.84553528,4.35570192
15,2015-07-03 03:06:00,"Brussels, Belgium",50.84553528,4.35570192
16,2015-07-01 06:08:00,"Brussels, Belgium",50.84553528,4.35570192
17,2015-07-01 05:02:00,"Brussels, Belgium",50.84553528,4.35570192
18,2015-06-29 09:30:00,"Barcelona, Catalonia",41.38791656,2.16991901
19,2015-06-26 12:23:00,"San Francisco, CA",37.78007889,-122.42015839
20,2015-06-23 22:53:00,Silicon Valley Bank,37.37749863,-122.06749725
21,2015-06-04 13:30:00,"Mountain View, CA",37.3900795,-122.08139038
22,2015-06-04 13:07:00,"Mountain View, CA",37.3900795,-122.08139038
23,2015-05-21 10:18:00,"Copenhagen, Capital Region of Denmark",55.67575836,12.56902313
24,2015-05-21 10:11:00,"Copenhagen, Capital Region of Denmark",55.67575836,12.56902313
25,2015-05-20 04:31:00,"Copenhagen, Capital Region of Denmark",55.67575836,12.56902313
26,2015-05-18 11:28:00,"Stockholm, Sweden",59.33278656,18.06448746
27,2015-05-18 10:20:00,"Stockholm, Sweden",59.33278656,18.06448746
28,2015-05-14 01:57:00,Estonia,58.68366241,25.83779716
29,2015-05-07 17:27:00,"Palo Alto, CA",37.44510269,-122.16036224
30,2015-05-09 11:27:00,"Sunnyvale, CA",37.3736763,-122.03657532
31,2015-05-05 08:41:00,"Rockville, MD",39.08417892,-77.1529007
32,2015-05-01 11:57:00,"Palo Alto, CA",37.44510269,-122.16036224
33,2015-05-01 15:14:00,"Sunnyvale, CA",37.3736763,-122.03657532
34,2015-04-03 11:15:00,"Palo Alto, CA",37.44510269,-122.16036224
35,2015-04-02 11:31:00,"Mountain View, CA",37.3900795,-122.08139038
36,2015-03-27 23:47:00,Israel,30.81242561,34.859478
37,2015-03-24 02:22:00,Israel,30.81242561,34.859478
38,2015-02-23 17:12:00,"Paradise, NV",36.11553574,-115.15795135
39,2015-02-20 14:16:00,"San Francisco, CA",37.78007889,-122.42015839
40,2015-02-20 13:57:00,"San Francisco, CA",37.78007889,-122.42015839
41,2015-01-27 14:59:00,"Palo Alto, CA",37.44510269,-122.16036224
42,2015-01-21 18:50:00,"San Francisco, CA",37.78007889,-122.42015839
43,2015-01-15 16:00:00,"San Francisco, CA",37.78007889,-122.42015839
44,2014-12-27 01:39:00,"Chang Khlan, Chiang Mai",18.77340889,98.99904633
45,2014-12-27 01:19:00,"Chang Khlan, Chiang Mai",18.77340889,98.99904633
46,2014-12-17 20:10:00,"Manhattan, NY",40.75325012,-74.00380707
47,2014-12-16 16:50:00,"Manhattan, NY",40.75325012,-74.00380707
48,2014-12-08 15:59:00,"Palo Alto, CA",37.44510269,-122.16036224
49,2014-12-07 06:48:00,"Eskilstuna, Sverige",59.37057114,16.51358604
50,2014-11-25 11:07:00,"Palo Alto, CA",37.44510269,-122.16036224
51,2014-11-22 20:11:00,"Dubai, United Arab Emirates",25.20498085,55.27105713
52,2014-11-22 16:57:00,"Gangnam-gu, Seoul",37.51843262,127.04795837
53,2014-10-31 12:56:00,"San Francisco, CA",37.78007889,-122.42015839
54,2014-10-18 23:24:00,"Dana Point, CA",33.47276306,-117.69877625
55,2014-10-01 12:37:00,"Palo Alto, CA",37.44510269,-122.16036224
56,2014-10-02 10:21:00,"Palo Alto, CA",37.44510269,-122.16036224
57,2014-10-02 11:55:00,"San Francisco, CA",37.78007889,-122.42015839
58,2014-10-02 14:06:00,"San Francisco, CA",37.78007889,-122.42015839
59,2014-10-02 14:42:00,"San Francisco, CA",37.78007889,-122.42015839
60,2014-10-02 15:34:00,"San Francisco, CA",37.78007889,-122.42015839
61,2014-10-01 13:56:00,"Palo Alto, CA",37.44510269,-122.16036224
62,2014-09-30 16:50:00,"Palo Alto, CA",37.44510269,-122.16036224
63,2014-09-30 21:12:00,"Palo Alto, CA",37.44510269,-122.16036224
64,2014-09-29 18:56:00,"Palo Alto, CA",37.44510269,-122.16036224
65,2014-09-29 10:39:00,"Palo Alto, CA",37.44510269,-122.16036224
66,2014-09-13 14:51:00,"Palo Alto, CA",37.44510269,-122.16036224
67,2014-09-11 10:17:00,"Mountain View, CA",37.3900795,-122.08139038
68,2014-08-24 03:26:00,"Palo Alto, CA",37.44510269,-122.16036224
69,2014-05-07 10:47:00,"Trento, Trentino-Alto Adige",46.06666565,11.11906719
70,2014-05-07 10:44:00,"Trento, Trentino-Alto Adige",46.06666565,11.11906719
71,2014-05-07 10:18:00,"Trento, Trentino-Alto Adige",46.06666565,11.11906719
72,2014-04-07 19:13:00,"West Santa Clara, CA",37.30582809,-122.12306213
73,2014-04-07 18:36:00,"West Santa Clara, CA",37.30582809,-122.12306213
74,2014-04-02 11:18:00,"California, USA",37.25466919,-119.61727905
75,2014-04-02 11:11:00,"California, USA",37.25466919,-119.61727905
76,2014-04-02 10:00:00,"Palo Alto, CA",37.44510269,-122.16036224
77,2014-04-02 10:18:00,"California, USA",37.25466919,-119.61727905
78,2014-04-02 10:13:00,"California, USA",37.25466919,-119.61727905
