,time,poi,latitude,longitude
0,2011-08-03 20:47:03,"Starbucks, 12957 Fair Lakes Shopping Ctr, Fairfax",38.8591531515,-77.3883336782
1,2010-04-25 08:36:00,"Bombay Nights, 5007 Honeygo Center Dr #101, Perry Hall",39.4047510624,-76.4432305098
2,2010-03-27 06:50:27,"Carrabba's Italian Grill, 7600 Belair Rd, Baltimore",39.366003,-76.518599
3,2010-02-28 06:47:18,"Hobby Lobby, 2708 Wilma Rudolph Blvd., Clarksville",36.5832352894,-87.2995526493
4,2010-01-30 08:04:00,"Bertucci's, 8130 Corporate Dr, Nottingham",39.371729493,-76.4695644379
5,2010-01-24 02:48:38,"Target, 1330 Martin Blvd, Middle River",39.3346365867,-76.4480980991
6,2009-12-11 01:25:00,"Port Discovery Children's Museum, 35 Market Pl, Baltimore",39.2889178272,-76.6066928298
7,2009-09-12 23:55:11,"Philips Arena, 1 Philips Dr NW, Atlanta",33.7573955274,-84.3961791233
8,2009-09-12 23:54:54,"Taco Mac, 1006 N Highland Ave, Atlanta",33.7820263,-84.3545749
9,2009-09-12 23:54:38,"Richards Variety Store, 931 Monroe Dr NE, Atlanta",33.7799849911,-84.3683160087
10,2009-09-12 23:54:24,"Brick Store Pub, 125 E Court Sq, Decatur",33.7751655001,-84.2957809567
