,time,poi,latitude,longitude
0,2011-07-19 20:44:29,"Terminal 2 Security Checkpoint, Terminal 2, Phoenix",33.4357577272,-112.013709581
1,2011-02-26 10:19:54,"Barry Goldwater Memorial, 6501 N. Tatum Blvd., Paradise Valley",33.5311210698,-111.975616058
2,2010-12-27 03:20:19,"PetSmart, 10825 N Tatum Blvd, Phoenix",33.5845837352,-111.975581125
3,2010-10-14 09:44:39,"Tomokaz, near Gate G93, International Terminal, San Francisco",37.6178687784,-122.392888069
4,2010-09-27 20:41:26,"Gate 3, Terminal 2, Phoenix",33.4350549284,-112.013494168
5,2010-09-23 07:58:39,"United Club, Near Gate B6, Terminal 1, Chicago",41.9780924351,-87.9068470001
6,2010-09-22 10:02:31,"P.F. Chang's, 7925 N Point Pkwy., Alpharetta",34.08738,-84.2567
7,2010-05-07 00:28:15,"United States Post Office, 5021 N 20th St, Phoenix",33.5099944303,-112.03875567
8,2010-01-01 11:39:57,"Eddie Chan's Asian Bistro, 20581 N Hayden Rd, Scottsdale",33.671192,-111.905943
9,2009-08-10 20:35:40,"Trader Joe's, 4821 N 20th St, Phoenix",33.5070968421,-112.037929
