,time,poi,latitude,longitude
0,2016-09-09 23:23:29,"Walters' on North, 6930 W North Ave, Wauwatosa",43.0608300161,-87.9995387793
1,2016-08-19 22:04:00,"Tosa Tonight Summer Concert Series, SW Corner of 68th & State, Wauwatosa",43.0459001907,-87.9985287728
2,2016-03-13 03:40:56,"Mode Hair Salon, 2751 N Mayfair Rd, Wauwatosa",43.067795,-88.04842
3,2016-02-14 11:07:55,"Lucky Joe's Alchemy & Eatery, 1427 Underwood Ave, Wauwatosa",43.0501342814,-88.0087050028
4,2016-02-04 06:07:59,"Cathedral Square Park, 520 E Wells St, Milwaukee",43.0421183684,-87.9050415319
5,2016-02-04 06:06:23,"Swingin' Door Exchange, 219 E Michigan St, Milwaukee",43.037262052,-87.90823102
6,2016-02-04 06:05:56,"Bubs Irish Pub, N116W16218 Main St, Germantown",43.2286244527,-88.111038208
7,2016-02-04 06:05:12,"Raised Grain Brewery, 2244 W Bluemound Rd, Waukesha",43.0379470941,-88.1819576733
8,2016-01-21 06:40:32,"The Landing At Hoyt Park, 1800 N Swan Blvd, Wauwatosa",43.0547133242,-88.0235564866
9,2016-01-21 06:39:52,"Lucky Joe's Alchemy & Eatery, 1427 Underwood Ave, Wauwatosa",43.0501342814,-88.0087050028
10,2016-01-21 06:39:04,"Camp Bar, 6600 W North Ave, Wauwatosa",43.0607980642,-87.9952541026
11,2016-01-21 06:37:41,"The Tin Widow, 703 S 2nd St, Milwaukee",43.0240707038,-87.9127049446
12,2016-01-21 06:36:55,"O'Sullivan's Public House, 12525 W North Ave, Brookfield",43.0595466991,-88.0678281368
13,2016-01-21 06:35:28,"Henry's Pub & Grille, 2523 E Belleview Pl, Milwaukee",43.0661311309,-87.8785380064
14,2016-01-21 06:34:24,"O'Donoghue's Irish Pub, 13225 Watertown Plank Rd, Elm Grove",43.043982034,-88.0773204059
15,2016-01-07 05:59:23,"Steny's Tavern, 800 S 2nd St, Milwaukee",43.0232300679,-87.9124181347
16,2016-01-07 05:59:02,"The Corner Pub, 7602 W Lisbon Ave, Milwaukee",43.0784932443,-88.0076535511
17,2016-01-07 05:58:16,"BMO Harris Bradley Center, 1001 N. Fourth Street, Milwaukee",43.04356,-87.91608
18,2016-01-07 05:57:55,"Upper 90 Sports Pub, 322 W State St, Milwaukee",43.0431235515,-87.9153301209
19,2016-01-07 05:56:49,"Three Lions Pub, 4515 N Oakland Ave, Shorewood",43.0986407875,-87.8876921443
20,2016-01-07 05:54:49,"Ginza Japanese Restaurant, 2727 N Mayfair Rd, Wauwatosa",43.0677306221,-88.0487276587
21,2016-01-07 05:53:38,"Mortimer's Pub, 7023 W Adler St, Milwaukee",43.0284315348,-88.0006116629
22,2016-01-07 05:53:11,"Capt19n Nicks, 1503 S 81st St, West Allis",43.0147450287,-88.013049146
23,2016-01-07 05:52:10,"Slim McGinn's West, 14735 W Lisbon Rd, Brookfield",43.1044346094,-88.0953043699
24,2016-01-07 05:51:10,"Town Beer, 903 S 84th St, West Allis",43.0215333357,-88.0174979873
25,2016-01-07 05:49:57,"Dugout 54, 5328 W Blue Mound Rd, Milwaukee",43.0367535101,-87.980904857
26,2016-01-07 05:49:14,"Soup Brothers, 209 W Florida St, Milwaukee",43.0272929667,-87.912953
27,2014-08-11 09:11:18,"Classic Slice, 2797 S Kinnickinnic Ave, Milwaukee",42.993859,-87.893433
28,2014-03-09 10:20:46,"Three Lions Pub, 4515 N Oakland Ave, Shorewood",43.0986407875,-87.8876921443
29,2013-10-20 04:58:04,"Hairy Lemon, 2102 State Road 164, Richfield",43.2658725902,-88.2614909642
30,2013-03-15 11:46:47,"Walters' on North, 6930 W North Ave, Wauwatosa",43.0608300161,-87.9995387793
31,2013-02-10 04:20:03,"Cooper's Hawk Winery & Restaurant, 15 S Moorland Rd, Brookfield",43.0312941416,-88.108549118
32,2010-10-30 04:49:05,"Famous Cigar, 7030 W North Ave, Milwaukee",43.0608496131,-88.0007511377
33,2009-11-05 23:51:06,"Cempazuchi Comida Brava, 1205 E Brady St, Milwaukee",43.0529324196,-87.8967102568
34,2009-11-05 23:44:36,"Eddie Martini's, 8612 W Watertown Plank Rd, Milwaukee",43.0461624091,-88.0200208699
35,2009-11-05 23:41:00,"Glorioso's, 1011 E Brady St, Milwaukee",43.0528753498,-87.8993549698
36,2009-11-05 23:37:55,"TransferMKE, 101 W Mitchell St, Milwaukee",43.0122101874,-87.9112243652
37,2009-11-05 23:37:10,"Points East Pub, 1501 N Jackson St, Milwaukee",43.0494576151,-87.9048930294
38,2009-11-02 09:54:52,"Walters' on North, 6930 W North Ave, Wauwatosa",43.0608300161,-87.9995387793
